1|06/30/2020|A|11101000004113100003800180100||||||11000|00007|11310000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100003801000000||||||11000|00007|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100003803000000||||||11000|00007|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100003804000000||||||11000|00007|11310000|040000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100003806000000||||||11000|00007|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100003809321200||||||11000|00007|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100003809321300||||||11000|00007|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100003810199900||||||11000|00007|11310000|101999|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100003813050000||||||11000|00007|11310000|130500|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100004100180000||||||11000|00008|11310000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004100180100||||||11000|00008|11310000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004101000000||||||11000|00008|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100004103000000||||||11000|00008|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100004104000000||||||11000|00008|11310000|040000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004106000000||||||11000|00008|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004109321200||||||11000|00008|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004109321300||||||11000|00008|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004110324100||||||11000|00008|11310000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100004113050000||||||11000|00008|11310000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009200180000||||||11000|00009|11310000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009200180100||||||11000|00009|11310000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009201000000||||||11000|00009|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100009203000000||||||11000|00009|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100009204000000||||||11000|00009|11310000|040000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009206000000||||||11000|00009|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009209321200||||||11000|00009|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009209321300||||||11000|00009|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009210324100||||||11000|00009|11310000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009213050000||||||11000|00009|11310000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009800180000||||||11000|00010|11310000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009800180100||||||11000|00010|11310000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009801000000||||||11000|00010|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100009803000000||||||11000|00010|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000004113100009804000000||||||11000|00010|11310000|040000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009806000000||||||11000|00010|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009809321200||||||11000|00010|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009809321300||||||11000|00010|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009810324100||||||11000|00010|11310000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000004113100009813050000||||||11000|00010|11310000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000008000000000000000000||||||11000|00011||||N|||||
1|06/30/2020|A|11101000008117100000000152000||||||11000|00011|11710000|001520|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000000180000||||||11000|00011|11710000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000000180100||||||11000|00011|11710000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000000290000||||||11000|00011|11710000|002900|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000001000000||||||11000|00011|11710000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000008117100000003000000||||||11000|00011|11710000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000008117100000004000000||||||11000|00011|11710000|040000|06/30/2021|Y|||||
1|06/30/2020|A|11101000008117100000006000000||||||11000|00011|11710000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000009370000||||||11000|00011|11710000|093700|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000010324100||||||11000|00011|11710000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000008117100000013050000||||||11000|00011|11710000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000010000000000000000000||||||11000|00012||||N|||||
1|06/30/2020|A|11101000010119500000000120400||||||11000|00012|11950000|001204|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000000150000||||||11000|00012|11950000|001500|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000000180000||||||11000|00012|11950000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000000180100||||||11000|00012|11950000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000001000000||||||11000|00012|11950000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000010119500000003000000||||||11000|00012|11950000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000010119500000004000000||||||11000|00012|11950000|040000|06/30/2021|Y|||||
1|06/30/2020|A|11101000010119500000006000000||||||11000|00012|11950000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000009380000||||||11000|00012|11950000|093800|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000010324100||||||11000|00012|11950000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000013050000||||||11000|00012|11950000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000010119500000021001400||||||11000|00012|11950000|210014|06/30/2021|N|||||
1|06/30/2020|A|11101000013000000000000000000||||||11000|00013||||N|||||
1|06/30/2020|A|11101000013114300000000150000||||||11000|00013|11430000|001500|06/30/2021|N|||||
1|06/30/2020|A|11101000013114300000000180000||||||11000|00013|11430000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000013114300000000180100||||||11000|00013|11430000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000013114300000010392100||||||11000|00013|11430000|103921|06/30/2021|Y|||||
1|06/30/2020|A|11101000013114300000013050000||||||11000|00013|11430000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000499000000000000000000||||||11000|00014||||N|||||
1|06/30/2020|A|11101000499118000000000120200||||||11000|00014|11800000|001202|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000000180000||||||11000|00014|11800000|001800|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000000180100||||||11000|00014|11800000|001801|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000000400000||||||11000|00014|11800000|004000|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000000470000||||||11000|00014|11800000|004700|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000001000000||||||11000|00014|11800000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11101000499118000000003000000||||||11000|00014|11800000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11101000499118000000004000000||||||11000|00014|11800000|040000|06/30/2021|Y|||||
1|06/30/2020|A|11101000499118000000006000000||||||11000|00014|11800000|060000|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000009400000||||||11000|00014|11800000|094000|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000010056500||||||11000|00014|11800000|100565|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000010324100||||||11000|00014|11800000|103241|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000013050000||||||11000|00014|11800000|130500|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000022002000||||||11000|00014|11800000|220020|06/30/2021|N|||||
1|06/30/2020|A|11101000499118000000022003000||||||11000|00014|11800000|220030|06/30/2021|N|||||
1|06/30/2020|A|11102339092000000000000000000||||||11000|33900||||N|||||
1|06/30/2020|A|11102339092113100000000150000||||||11000|33900|11310000|001500|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000000180000||||||11000|33900|11310000|001800|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000000190300||||||11000|33900|11310000|001903|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000000190400||||||11000|33900|11310000|001904|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000001000000||||||11000|33900|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11102339092113100000003000000||||||11000|33900|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11102339092113100000004000000||||||11000|33900|11310000|040000|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000006000000||||||11000|33900|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000009321200||||||11000|33900|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000009321300||||||11000|33900|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000010324100||||||11000|33900|11310000|103241|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000013050000||||||11000|33900|11310000|130500|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000022002000||||||11000|33900|11310000|220020|06/30/2021|N|||||
1|06/30/2020|A|11102339092113100000022003000||||||11000|33900|11310000|220030|06/30/2021|N|||||
1|06/30/2020|A|11502203001000000000000000000||||||11000|20301||||N|||||
1|06/30/2020|A|11502203001113100000000310000||||||11000|20301|11310000|003100|06/30/2021|N|||||
1|06/30/2020|A|11502203001113100000001000000||||||11000|20301|11310000|010000|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000000010000||||||11000|20301|11800000|000100|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000000120200||||||11000|20301|11800000|001202|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000000180000||||||11000|20301|11800000|001800|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000000370000||||||11000|20301|11800000|003700|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000001000000||||||11000|20301|11800000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11502203001118000000003000000||||||11000|20301|11800000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11502203001118000000004000000||||||11000|20301|11800000|040000|06/30/2021|Y|||||
1|06/30/2020|A|11502203001118000000006000000||||||11000|20301|11800000|060000|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000009055100||||||11000|20301|11800000|090551|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000009400000||||||11000|20301|11800000|094000|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000010324100||||||11000|20301|11800000|103241|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000013050000||||||11000|20301|11800000|130500|06/30/2021|N|||||
1|06/30/2020|A|11502203001118000000022002000||||||11000|20301|11800000|220020|06/30/2021|N|||||
1|06/30/2020|A|11502442001000000000000000000||||||11000|44200||||N|||||
1|06/30/2020|A|11502442001113100000000010000||||||11000|44200|11310000|000100|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000000120200||||||11000|44200|11310000|001202|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000000180000||||||11000|44200|11310000|001800|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000000310000||||||11000|44200|11310000|003100|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000000370000||||||11000|44200|11310000|003700|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000000380000||||||11000|44200|11310000|003800|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000001000000||||||11000|44200|11310000|010000|06/30/2021|Y|||||
1|06/30/2020|A|11502442001113100000003000000||||||11000|44200|11310000|030000|06/30/2021|Y|||||
1|06/30/2020|A|11502442001113100000004000000||||||11000|44200|11310000|040000|06/30/2021|Y|||||
1|06/30/2020|A|11502442001113100000006000000||||||11000|44200|11310000|060000|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000009055100||||||11000|44200|11310000|090551|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000009321200||||||11000|44200|11310000|093212|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000009321300||||||11000|44200|11310000|093213|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000010324100||||||11000|44200|11310000|103241|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000013050000||||||11000|44200|11310000|130500|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000022002000||||||11000|44200|11310000|220020|06/30/2021|N|||||
1|06/30/2020|A|11502442001113100000022003000||||||11000|44200|11310000|220030|06/30/2021|N|||||
1|06/30/2020|A|21101000021000000000000000000||||||21000|00015||||N|||||
1|06/30/2020|A|21101000021215001000000130000||||||21000|00015|21500100|001300|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000000130800||||||21000|00015|21500100|001308|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000000150000||||||21000|00015|21500100|001500|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000000160000||||||21000|00015|21500100|001600|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000000180000||||||21000|00015|21500100|001800|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000001000000||||||21000|00015|21500100|010000|06/30/2021|Y|||||
1|06/30/2020|A|21101000021215001000003000000||||||21000|00015|21500100|030000|06/30/2021|Y|||||
1|06/30/2020|A|21101000021215001000004000000||||||21000|00015|21500100|040000|06/30/2021|Y|||||
1|06/30/2020|A|21101000021215001000006000000||||||21000|00015|21500100|060000|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000010322500||||||21000|00015|21500100|103225|06/30/2021|Y|||||
1|06/30/2020|A|21101000021215001000010324100||||||21000|00015|21500100|103241|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000010329000||||||21000|00015|21500100|103290|06/30/2021|Y|||||
1|06/30/2020|A|21101000021215001000010528100||||||21000|00015|21500100|105281|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000010704000||||||21000|00015|21500100|107040|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000021001400||||||21000|00015|21500100|210014|06/30/2021|N|||||
1|06/30/2020|A|21101000021215001000022002000||||||21000|00015|21500100|220020|06/30/2021|N|||||
1|06/30/2020|A|21101000022000000000000000000||||||21000|00016||||N|||||
1|06/30/2020|A|21101000022215002000000130000||||||21000|00016|21500200|001300|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000000130800||||||21000|00016|21500200|001308|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000000150000||||||21000|00016|21500200|001500|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000000180000||||||21000|00016|21500200|001800|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000000470000||||||21000|00016|21500200|004700|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000001000000||||||21000|00016|21500200|010000|06/30/2021|Y|||||
1|06/30/2020|A|21101000022215002000003000000||||||21000|00016|21500200|030000|06/30/2021|Y|||||
1|06/30/2020|A|21101000022215002000004000000||||||21000|00016|21500200|040000|06/30/2021|Y|||||
1|06/30/2020|A|21101000022215002000006000000||||||21000|00016|21500200|060000|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000010322500||||||21000|00016|21500200|103225|06/30/2021|Y|||||
1|06/30/2020|A|21101000022215002000010324100||||||21000|00016|21500200|103241|06/30/2021|N|||||
1|06/30/2020|A|21101000022215002000010329000||||||21000|00016|21500200|103290|06/30/2021|Y|||||
1|06/30/2020|A|21101000022215002000010704000||||||21000|00016|21500200|107040|06/30/2021|N|||||
1|06/30/2020|A|21101000023000000000000000000||||||21000|00017||||N|||||
1|06/30/2020|A|21101000023215003000000130000||||||21000|00017|21500300|001300|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000000130800||||||21000|00017|21500300|001308|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000000150000||||||21000|00017|21500300|001500|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000000160000||||||21000|00017|21500300|001600|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000000180000||||||21000|00017|21500300|001800|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000001000000||||||21000|00017|21500300|010000|06/30/2021|Y|||||
1|06/30/2020|A|21101000023215003000003000000||||||21000|00017|21500300|030000|06/30/2021|Y|||||
1|06/30/2020|A|21101000023215003000004000000||||||21000|00017|21500300|040000|06/30/2021|Y|||||
1|06/30/2020|A|21101000023215003000006000000||||||21000|00017|21500300|060000|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000010322500||||||21000|00017|21500300|103225|06/30/2021|Y|||||
1|06/30/2020|A|21101000023215003000010324100||||||21000|00017|21500300|103241|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000010329000||||||21000|00017|21500300|103290|06/30/2021|Y|||||
1|06/30/2020|A|21101000023215003000010528100||||||21000|00017|21500300|105281|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000010704000||||||21000|00017|21500300|107040|06/30/2021|N|||||
1|06/30/2020|A|21101000023215003000021001400||||||21000|00017|21500300|210014|06/30/2021|N|||||
1|06/30/2020|A|21101000024000000000000000000||||||21000|00018||||N|||||
1|06/30/2020|A|21101000024215004000000130000||||||21000|00018|21500400|001300|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000000130800||||||21000|00018|21500400|001308|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000000150000||||||21000|00018|21500400|001500|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000000180000||||||21000|00018|21500400|001800|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000001000000||||||21000|00018|21500400|010000|06/30/2021|Y|||||
